source_path,proposed_action,destination_path,age_scope,file_count,total_bytes,old_file_count,old_bytes,oldest_file_mtime,latest_file_mtime,symlink_count,scan_errors,tree_sha256,reason,evidence,approval_required,execution_status
tmp/fig3_full_all_stderr_20260602_095037.log,archive,archive/work_history/experiment_probes_202606/fig3_full_all_stderr_20260602_095037.log,whole_path,1,0,1,0,2026-06-02T09:50:37+08:00,2026-06-02T09:50:37+08:00,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Historical Fig.3 probe or run receipt retained only for provenance.,File predates the cutoff and current runtime entrypoints no longer consume tmp/ probes.,yes_move_batch,dry_run_only
tmp/fig3_full_all_stderr_20260602_095248.log,archive,archive/work_history/experiment_probes_202606/fig3_full_all_stderr_20260602_095248.log,whole_path,1,0,1,0,2026-06-02T09:52:48+08:00,2026-06-02T09:52:48+08:00,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Historical Fig.3 probe or run receipt retained only for provenance.,File predates the cutoff and current runtime entrypoints no longer consume tmp/ probes.,yes_move_batch,dry_run_only
tmp/fig3_full_all_stdout_20260602_095037.log,archive,archive/work_history/experiment_probes_202606/fig3_full_all_stdout_20260602_095037.log,whole_path,1,0,1,0,2026-06-02T09:50:37+08:00,2026-06-02T09:50:37+08:00,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Historical Fig.3 probe or run receipt retained only for provenance.,File predates the cutoff and current runtime entrypoints no longer consume tmp/ probes.,yes_move_batch,dry_run_only
tmp/fig3_full_all_stdout_20260602_095248.log,archive,archive/work_history/experiment_probes_202606/fig3_full_all_stdout_20260602_095248.log,whole_path,1,0,1,0,2026-06-02T09:52:48+08:00,2026-06-02T09:52:48+08:00,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Historical Fig.3 probe or run receipt retained only for provenance.,File predates the cutoff and current runtime entrypoints no longer consume tmp/ probes.,yes_move_batch,dry_run_only
tmp/fig3_rollout_connectivity_probe.log,archive,archive/work_history/experiment_probes_202606/fig3_rollout_connectivity_probe.log,whole_path,1,3176,1,3176,2026-06-02T14:54:14+08:00,2026-06-02T14:54:14+08:00,0,0,383520ccdcdab54d05312c2856c2f11664b2cd97bcca1ba657b79af0ae878907,Historical Fig.3 probe or run receipt retained only for provenance.,File predates the cutoff and current runtime entrypoints no longer consume tmp/ probes.,yes_move_batch,dry_run_only
tmp/fig3_seed1000_full_all_process.json,archive,archive/work_history/experiment_probes_202606/fig3_seed1000_full_all_process.json,whole_path,1,164,1,164,2026-06-02T15:31:16+08:00,2026-06-02T15:31:16+08:00,0,0,945a92591900f1aeee312552c605d685399357b6074e3e84754a42d0159aee3a,Historical Fig.3 probe or run receipt retained only for provenance.,File predates the cutoff and current runtime entrypoints no longer consume tmp/ probes.,yes_move_batch,dry_run_only
tmp/fig3_seed1000_full_all_require_stderr.log,archive,archive/work_history/experiment_probes_202606/fig3_seed1000_full_all_require_stderr.log,whole_path,1,2726,1,2726,2026-06-02T17:07:31+08:00,2026-06-02T17:07:31+08:00,0,0,bf3cc10bc0271a91807d62eb0b60798df3bd2f4f34c91676f56540b5848b0f9c,Historical Fig.3 probe or run receipt retained only for provenance.,File predates the cutoff and current runtime entrypoints no longer consume tmp/ probes.,yes_move_batch,dry_run_only
tmp/fig3_seed1000_full_all_require_stdout.log,archive,archive/work_history/experiment_probes_202606/fig3_seed1000_full_all_require_stdout.log,whole_path,1,0,1,0,2026-06-02T17:07:26+08:00,2026-06-02T17:07:26+08:00,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Historical Fig.3 probe or run receipt retained only for provenance.,File predates the cutoff and current runtime entrypoints no longer consume tmp/ probes.,yes_move_batch,dry_run_only
tmp/fig3_seed1000_full_all_require_time.txt,archive,archive/work_history/experiment_probes_202606/fig3_seed1000_full_all_require_time.txt,whole_path,1,347,1,347,2026-06-02T17:10:29+08:00,2026-06-02T17:10:29+08:00,0,0,b7b9f2abc0badd628cf0cea92460b8669182393977ef228763a7f7b0509a2e3a,Historical Fig.3 probe or run receipt retained only for provenance.,File predates the cutoff and current runtime entrypoints no longer consume tmp/ probes.,yes_move_batch,dry_run_only
tmp/fig3_seed1000_full_all_stderr.log,archive,archive/work_history/experiment_probes_202606/fig3_seed1000_full_all_stderr.log,whole_path,1,2726,1,2726,2026-06-02T15:32:07+08:00,2026-06-02T15:32:07+08:00,0,0,bf3cc10bc0271a91807d62eb0b60798df3bd2f4f34c91676f56540b5848b0f9c,Historical Fig.3 probe or run receipt retained only for provenance.,File predates the cutoff and current runtime entrypoints no longer consume tmp/ probes.,yes_move_batch,dry_run_only
tmp/fig3_seed1000_full_all_stdout.log,archive,archive/work_history/experiment_probes_202606/fig3_seed1000_full_all_stdout.log,whole_path,1,0,1,0,2026-06-02T15:32:03+08:00,2026-06-02T15:32:03+08:00,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Historical Fig.3 probe or run receipt retained only for provenance.,File predates the cutoff and current runtime entrypoints no longer consume tmp/ probes.,yes_move_batch,dry_run_only
tmp/fig3_seed1000_full_all_time.txt,archive,archive/work_history/experiment_probes_202606/fig3_seed1000_full_all_time.txt,whole_path,1,349,1,349,2026-06-02T17:06:20+08:00,2026-06-02T17:06:20+08:00,0,0,9536b077ad7a964e9e481b0490364b2c77f11f98b82d16a95805fc410867842f,Historical Fig.3 probe or run receipt retained only for provenance.,File predates the cutoff and current runtime entrypoints no longer consume tmp/ probes.,yes_move_batch,dry_run_only
tmp/fig3_seed1001_weak_cue_full_profile.py,archive,archive/work_history/experiment_probes_202606/fig3_seed1001_weak_cue_full_profile.py,whole_path,1,8103,1,8103,2026-06-03T07:43:52+08:00,2026-06-03T07:43:52+08:00,0,0,b877750feecd89941b93a0da3a6b69f714766499b0137b97435f85ad0a40d641,Historical Fig.3 probe or run receipt retained only for provenance.,File predates the cutoff and current runtime entrypoints no longer consume tmp/ probes.,yes_move_batch,dry_run_only
tmp/fig3_seed1001_weak_cue_full_profile_rerun.jsonl,archive,archive/work_history/experiment_probes_202606/fig3_seed1001_weak_cue_full_profile_rerun.jsonl,whole_path,1,10065,1,10065,2026-06-03T08:27:07+08:00,2026-06-03T08:27:07+08:00,0,0,ecd7dc29e7ce7b3bab27acddecd74dae13b0fbdaf4a559e2d65b0a7b05a3cf0d,Historical Fig.3 probe or run receipt retained only for provenance.,File predates the cutoff and current runtime entrypoints no longer consume tmp/ probes.,yes_move_batch,dry_run_only
tmp/fig3_seed1001_weak_cue_probe.py,archive,archive/work_history/experiment_probes_202606/fig3_seed1001_weak_cue_probe.py,whole_path,1,4256,1,4256,2026-06-03T07:28:10+08:00,2026-06-03T07:28:10+08:00,0,0,496d90a39533c6c4f480834c90decafb51236c027f7dc4a8e58991597facc68a,Historical Fig.3 probe or run receipt retained only for provenance.,File predates the cutoff and current runtime entrypoints no longer consume tmp/ probes.,yes_move_batch,dry_run_only
.codex/tmp,delete_after_explicit_approval,,files_before_cutoff,37437,9370839904,13165,6911859051,1980-01-01T00:00:00+08:00,2026-08-03T19:28:50+08:00,34,0,,Agent scratch data; scientific provenance must be promoted elsewhere before cleanup.,Not a scientific archive object; retaining it under archive would add recoverable clutter.,explicit_delete_approval,dry_run_only
.pytest_tmp,delete_after_explicit_approval,,files_before_cutoff,1697,76996073,1693,76993399,2026-05-05T14:47:50+08:00,2026-08-12T14:27:29+08:00,0,0,,Regenerable test outputs.,Not a scientific archive object; retaining it under archive would add recoverable clutter.,explicit_delete_approval,dry_run_only
cache,delete_after_explicit_approval,,whole_path,2902,158300929,2902,158300929,2025-09-08T15:29:12+08:00,2026-05-24T20:25:18+08:00,0,0,,Regenerable runtime cache.,Not a scientific archive object; retaining it under archive would add recoverable clutter.,explicit_delete_approval,dry_run_only
cache_data,delete_after_explicit_approval,,whole_path,2,220083402,2,220083402,2025-12-17T22:18:52+08:00,2025-12-17T22:18:53+08:00,0,0,,Unreferenced legacy tensor cache.,Not a scientific archive object; retaining it under archive would add recoverable clutter.,explicit_delete_approval,dry_run_only
data/MNIST,delete_after_explicit_approval,,whole_path,6,54983471,6,54983471,2026-04-23T18:37:55+08:00,2026-04-23T18:38:03+08:00,0,0,,"All 6 files are byte-identical duplicates of canonical MNIST/raw files (membership, size and SHA-256 verified).",Not a scientific archive object; retaining it under archive would add recoverable clutter.,explicit_delete_approval,dry_run_only
__pycache__,delete_after_explicit_approval,,whole_path,83,1319411,83,1319411,2026-03-01T10:49:41+08:00,2026-05-27T14:00:02+08:00,0,0,,Regenerable Python bytecode.,Not a scientific archive object; retaining it under archive would add recoverable clutter.,explicit_delete_approval,dry_run_only
tools,delete_after_explicit_approval,,whole_path,5,159761,5,159761,2026-05-14T13:30:16+08:00,2026-05-24T12:27:12+08:00,0,0,,Directory contains only regenerable bytecode.,Not a scientific archive object; retaining it under archive would add recoverable clutter.,explicit_delete_approval,dry_run_only
.mplconfig,delete_after_explicit_approval,,whole_path,1,87447,1,87447,2026-03-10T22:17:36+08:00,2026-03-10T22:17:36+08:00,0,0,,Regenerable Matplotlib cache.,Not a scientific archive object; retaining it under archive would add recoverable clutter.,explicit_delete_approval,dry_run_only
tmp/pdf_deps,delete_after_explicit_approval,,whole_path,167,4286366,167,4286366,2026-06-02T07:50:33+08:00,2026-06-02T07:50:58+08:00,0,0,,Regenerable temporary PDF dependencies.,Not a scientific archive object; retaining it under archive would add recoverable clutter.,explicit_delete_approval,dry_run_only
--help,remove_empty_directory_after_approval,,whole_path,0,0,0,0,,,0,0,,Empty root-level directory tree.,"No regular files, symlinks, or consumers.",explicit_delete_approval,dry_run_only
.agents,remove_empty_directory_after_approval,,whole_path,0,0,0,0,,,0,0,,Empty root-level directory tree.,"No regular files, symlinks, or consumers.",explicit_delete_approval,dry_run_only
.codex-tmp,remove_empty_directory_after_approval,,whole_path,0,0,0,0,,,0,0,,Empty root-level directory tree.,"No regular files, symlinks, or consumers.",explicit_delete_approval,dry_run_only
output,remove_empty_directory_after_approval,,whole_path,0,0,0,0,,,0,0,,Empty root-level directory tree.,"No regular files, symlinks, or consumers.",explicit_delete_approval,dry_run_only
